"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/17/2011","AQS","340010006","1","11","ug/m3 LC","46","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/20/2011","AQS","340010006","1","3.3","ug/m3 LC","14","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/23/2011","AQS","340010006","1","7.4","ug/m3 LC","31","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/26/2011","AQS","340010006","1","5.2","ug/m3 LC","22","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/01/2011","AQS","340010006","1","5","ug/m3 LC","21","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/04/2011","AQS","340010006","1","3.4","ug/m3 LC","14","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/07/2011","AQS","340010006","1","10.3","ug/m3 LC","43","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/10/2011","AQS","340010006","1","5.5","ug/m3 LC","23","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/13/2011","AQS","340010006","1","8.1","ug/m3 LC","34","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/16/2011","AQS","340010006","1","5.8","ug/m3 LC","24","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/19/2011","AQS","340010006","1","4.8","ug/m3 LC","20","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/22/2011","AQS","340010006","1","6.5","ug/m3 LC","27","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/25/2011","AQS","340010006","1","4.2","ug/m3 LC","18","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/28/2011","AQS","340010006","1","3.4","ug/m3 LC","14","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/31/2011","AQS","340010006","1","3.6","ug/m3 LC","15","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/03/2011","AQS","340010006","1","11.1","ug/m3 LC","46","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/06/2011","AQS","340010006","1","5.8","ug/m3 LC","24","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/09/2011","AQS","340010006","1","5","ug/m3 LC","21","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/12/2011","AQS","340010006","1","8.6","ug/m3 LC","36","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/15/2011","AQS","340010006","1","5.2","ug/m3 LC","22","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/18/2011","AQS","340010006","1","7.6","ug/m3 LC","32","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/21/2011","AQS","340010006","1","5.4","ug/m3 LC","23","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/24/2011","AQS","340010006","1","10.2","ug/m3 LC","43","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/27/2011","AQS","340010006","1","4.7","ug/m3 LC","20","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/30/2011","AQS","340010006","1","3.3","ug/m3 LC","14","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/03/2011","AQS","340010006","1","8.2","ug/m3 LC","34","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/06/2011","AQS","340010006","1","9.9","ug/m3 LC","41","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/09/2011","AQS","340010006","1","6.8","ug/m3 LC","28","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/12/2011","AQS","340010006","1","3.5","ug/m3 LC","15","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/15/2011","AQS","340010006","1","10.1","ug/m3 LC","42","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/18/2011","AQS","340010006","1","7.1","ug/m3 LC","30","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/21/2011","AQS","340010006","1","8.6","ug/m3 LC","36","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/24/2011","AQS","340010006","1","15.8","ug/m3 LC","59","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/27/2011","AQS","340010006","1","15.1","ug/m3 LC","57","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/28/2011","AQS","340010006","1","14.6","ug/m3 LC","56","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/29/2011","AQS","340010006","1","7.9","ug/m3 LC","33","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/30/2011","AQS","340010006","1","14.7","ug/m3 LC","56","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/02/2011","AQS","340010006","1","7.8","ug/m3 LC","33","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/05/2011","AQS","340010006","1","5.3","ug/m3 LC","22","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/08/2011","AQS","340010006","1","23.8","ug/m3 LC","76","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/11/2011","AQS","340010006","1","25.4","ug/m3 LC","79","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/14/2011","AQS","340010006","1","5","ug/m3 LC","21","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/17/2011","AQS","340010006","1","11.9","ug/m3 LC","50","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/20/2011","AQS","340010006","1","5.6","ug/m3 LC","23","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/23/2011","AQS","340010006","1","24.3","ug/m3 LC","77","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/26/2011","AQS","340010006","1","12.9","ug/m3 LC","53","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"06/29/2011","AQS","340010006","1","9","ug/m3 LC","38","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/02/2011","AQS","340010006","1","16.8","ug/m3 LC","61","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/05/2011","AQS","340010006","1","16.8","ug/m3 LC","61","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/08/2011","AQS","340010006","1","15","ug/m3 LC","57","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/11/2011","AQS","340010006","1","14.5","ug/m3 LC","56","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/14/2011","AQS","340010006","1","5.4","ug/m3 LC","23","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/17/2011","AQS","340010006","1","11.7","ug/m3 LC","49","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/20/2011","AQS","340010006","1","19.3","ug/m3 LC","66","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/23/2011","AQS","340010006","1","22","ug/m3 LC","72","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/26/2011","AQS","340010006","1","11.5","ug/m3 LC","48","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"07/29/2011","AQS","340010006","1","19.6","ug/m3 LC","67","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/01/2011","AQS","340010006","1","15.6","ug/m3 LC","58","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/04/2011","AQS","340010006","1","5.9","ug/m3 LC","25","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/07/2011","AQS","340010006","1","17.7","ug/m3 LC","63","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/10/2011","AQS","340010006","1","8.8","ug/m3 LC","37","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/13/2011","AQS","340010006","1","12.2","ug/m3 LC","51","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/16/2011","AQS","340010006","1","4","ug/m3 LC","17","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/19/2011","AQS","340010006","1","2.5","ug/m3 LC","10","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/22/2011","AQS","340010006","1","1.5","ug/m3 LC","6","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/25/2011","AQS","340010006","1","11.8","ug/m3 LC","49","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/28/2011","AQS","340010006","1","3.2","ug/m3 LC","13","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"08/31/2011","AQS","340010006","1","6.2","ug/m3 LC","26","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/03/2011","AQS","340010006","1","6.1","ug/m3 LC","25","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/06/2011","AQS","340010006","1","2.5","ug/m3 LC","10","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/09/2011","AQS","340010006","1","7.4","ug/m3 LC","31","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/12/2011","AQS","340010006","1","10.4","ug/m3 LC","43","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/15/2011","AQS","340010006","1","10.1","ug/m3 LC","42","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/18/2011","AQS","340010006","1","3.2","ug/m3 LC","13","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/21/2011","AQS","340010006","1","2.1","ug/m3 LC","9","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/24/2011","AQS","340010006","1","5.7","ug/m3 LC","24","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/27/2011","AQS","340010006","1","2.5","ug/m3 LC","10","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"09/30/2011","AQS","340010006","1","10.3","ug/m3 LC","43","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/03/2011","AQS","340010006","1","3.3","ug/m3 LC","14","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/06/2011","AQS","340010006","1","4.7","ug/m3 LC","20","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/09/2011","AQS","340010006","1","11","ug/m3 LC","46","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/12/2011","AQS","340010006","1","4.8","ug/m3 LC","20","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/15/2011","AQS","340010006","1","3.6","ug/m3 LC","15","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/18/2011","AQS","340010006","1","6.9","ug/m3 LC","29","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/21/2011","AQS","340010006","1","3.4","ug/m3 LC","14","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/24/2011","AQS","340010006","1","10.7","ug/m3 LC","45","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/27/2011","AQS","340010006","1","11.5","ug/m3 LC","48","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"10/30/2011","AQS","340010006","1","4.1","ug/m3 LC","17","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/02/2011","AQS","340010006","1","7.2","ug/m3 LC","30","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/05/2011","AQS","340010006","1","2.7","ug/m3 LC","11","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/08/2011","AQS","340010006","1","10","ug/m3 LC","42","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/11/2011","AQS","340010006","1","5.6","ug/m3 LC","23","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/14/2011","AQS","340010006","1","7.7","ug/m3 LC","32","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/17/2011","AQS","340010006","1","3.2","ug/m3 LC","13","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/20/2011","AQS","340010006","1","8.2","ug/m3 LC","34","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/23/2011","AQS","340010006","1","4.5","ug/m3 LC","19","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/26/2011","AQS","340010006","1","9.3","ug/m3 LC","39","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"11/29/2011","AQS","340010006","1","3.6","ug/m3 LC","15","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"12/02/2011","AQS","340010006","1","7.5","ug/m3 LC","31","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"12/05/2011","AQS","340010006","1","3.5","ug/m3 LC","15","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"12/08/2011","AQS","340010006","1","5.7","ug/m3 LC","24","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"12/11/2011","AQS","340010006","1","7.5","ug/m3 LC","31","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"12/14/2011","AQS","340010006","1","10.2","ug/m3 LC","43","Brigantine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"12/17/2011","AQS","340010006","1","5.7","ug/m3 LC","24","Brigantine","1","100.0000","88101","PM2.5 - Local Conditions","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
